"ALambda_0","D_X","E850","SAC","SI","SIC","SIP","SLambda_0","SS","U:0","U:1","U:2","XI_VS","XI_alpha","XPB","XPB_VS","XS","XS_VS","alpha.water","p","p_rgh","sourceXI_alpha","sourceXPB_alpha","sourceXS_alpha","sumParticulates","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.013394,2.5e-16,0.2492,0.75831,0.20351,0.0021024,0.013896,0.0036808,0.17855,1.8256e-10,-5.9149e-11,0,3.2173e-05,4.3921e-07,0.00012795,7.1882e-05,9.2148e-06,8.612e-06,1,17.93,20.049,4.21e-13,3.8569e-13,7.4344e-13,2.1892e-06,1,0.000216,0.0015,0.000216,5e-06
0.0052078,2.5e-16,0.24922,0.75836,0.20351,0.0021001,0.013897,0.001437,0.17857,2.5822e-10,-3.1793e-11,0,1.2674e-05,1.7302e-07,4.975e-05,2.795e-05,3.598e-06,3.3626e-06,1,17.901,20.049,1.6445e-13,1.5007e-13,2.8761e-13,8.5364e-07,1,0.000219,0.0015,0.000219,5e-06
0.0031607,2.5e-16,0.24924,0.7584,0.2035,0.0020978,0.013899,0.00087287,0.17859,3.2072e-10,1.3803e-11,0,7.7126e-06,1.0529e-07,3.0194e-05,1.6963e-05,2.1854e-06,2.0424e-06,1,17.871,20.049,9.9746e-14,9.0959e-14,1.7413e-13,5.1839e-07,1,0.000222,0.0015,0.000222,5e-06
0.0011136,2.5e-16,0.24926,0.75845,0.2035,0.0020956,0.0139,0.00030871,0.17862,3.8322e-10,5.94e-11,0,2.7508e-06,3.7552e-08,1.0638e-05,5.9763e-06,7.728e-07,7.2224e-07,1,17.842,20.049,3.5045e-14,3.1851e-14,6.065e-14,1.8313e-07,1,0.000225,0.0015,0.000225,5e-06
0.0007575,2.5e-16,0.24928,0.75849,0.2035,0.0020933,0.013901,0.00021009,0.17864,3.4694e-10,1.1879e-10,0,1.8739e-06,2.558e-08,7.2363e-06,4.0654e-06,5.2591e-07,4.915e-07,1,17.812,20.049,2.3817e-14,2.1638e-14,4.1179e-14,1.2461e-07,1,0.000228,0.0015,0.000228,5e-06
0.00040143,2.5e-16,0.24929,0.75854,0.20349,0.002091,0.013902,0.00011147,0.17866,3.1065e-10,1.7819e-10,0,9.9691e-07,1.3609e-08,3.8349e-06,2.1544e-06,2.7902e-07,2.6077e-07,1,17.783,20.049,1.2589e-14,1.1426e-14,2.1708e-14,6.6095e-08,1,0.000231,0.0015,0.000231,5e-06
0.00018748,2.5e-16,0.24931,0.75858,0.20349,0.0020888,0.013904,5.2177e-05,0.17869,2.4316e-10,2.1736e-10,0,4.6886e-07,6.4005e-09,1.791e-06,1.0062e-06,1.3058e-07,1.2204e-07,1,17.754,20.049,5.8521e-15,5.3016e-15,1.0042e-14,3.0917e-08,1,0.000234,0.0015,0.000234,5e-06
0.00011565,2.5e-16,0.24932,0.75863,0.20349,0.0020865,0.013905,3.2202e-05,0.17871,1.4448e-10,2.3632e-10,0,2.8969e-07,3.9546e-09,1.1048e-06,6.2067e-07,8.0589e-08,7.5317e-08,1,17.724,20.049,3.6058e-15,3.2653e-15,6.1804e-15,1.9078e-08,1,0.000237,0.0015,0.000237,5e-06
4.3816e-05,2.5e-16,0.24934,0.75867,0.20348,0.0020842,0.013906,1.2227e-05,0.17873,4.5787e-11,2.5528e-10,0,1.1053e-07,1.5088e-09,4.1857e-07,2.3515e-07,3.0595e-08,2.8594e-08,1,17.695,20.049,1.3596e-15,1.2289e-15,2.319e-15,7.2393e-09,1,0.00024,0.0015,0.00024,5e-06
2.9013e-05,2.5e-16,0.24935,0.75872,0.20348,0.002082,0.013907,8.0978e-06,0.17876,-1.4382e-11,2.2182e-10,0,7.3226e-08,9.9962e-10,2.7716e-07,1.5571e-07,2.0261e-08,1.8935e-08,1,17.665,20.049,8.9988e-16,8.1457e-16,1.5345e-15,4.7941e-09,1,0.000243,0.0015,0.000243,5e-06
1.421e-05,2.5e-16,0.24936,0.75877,0.20347,0.0020797,0.013908,3.9683e-06,0.17878,-7.4552e-11,1.8836e-10,0,3.5926e-08,4.9044e-10,1.3575e-07,7.6262e-08,9.9266e-09,9.2772e-09,1,17.636,20.049,4.4018e-16,4.0021e-16,7.5007e-16,2.349e-09,1,0.000246,0.0015,0.000246,5e-06
5.5829e-06,2.5e-16,0.24937,0.75881,0.20347,0.0020774,0.01391,1.5608e-06,0.1788,-1.0318e-10,1.5201e-10,0,1.4164e-08,1.9336e-10,5.3334e-08,2.9963e-08,3.9015e-09,3.6463e-09,1,17.606,20.049,1.7242e-16,1.5996e-16,2.9356e-16,9.2357e-10,1,0.000249,0.0015,0.000249,5e-06
3.1315e-06,2.5e-16,0.24938,0.75886,0.20347,0.0020752,0.013911,8.7518e-07,0.17882,-1.0027e-10,1.1277e-10,0,7.9396e-09,1.0839e-10,2.9915e-08,1.6806e-08,2.1856e-09,2.0426e-09,1,17.577,20.049,9.6584e-17,9.3787e-17,1.6495e-16,5.1793e-10,1,0.000252,0.0015,0.000252,5e-06
6.8012e-07,2.5e-16,0.24939,0.7589,0.20346,0.0020729,0.013912,1.8961e-07,0.17885,-9.7362e-11,7.3523e-11,0,1.7148e-09,2.3409e-11,6.4971e-09,3.6501e-09,4.6971e-10,4.3898e-10,1,17.548,20.049,2.0748e-17,2.7618e-17,3.6343e-17,1.1229e-10,1,0.000255,0.0015,0.000255,5e-06
4.3009e-07,2.5e-16,0.24939,0.75895,0.20346,0.0020707,0.013913,1.1954e-07,0.17887,-7.7392e-11,5.1097e-11,0,1.0761e-09,1.4691e-11,4.1086e-09,2.3082e-09,2.9386e-10,2.7463e-10,1,17.518,20.049,1.3204e-17,2.2178e-17,2.2957e-17,7.0858e-11,1,0.000258,0.0015,0.000258,5e-06
1.8006e-07,2.5e-16,0.2494,0.75899,0.20345,0.0020684,0.013914,4.9467e-08,0.17889,-5.7422e-11,2.8671e-11,0,4.3751e-10,5.9726e-12,1.7201e-09,9.6634e-10,1.18e-10,1.1028e-10,1,17.489,20.049,5.6607e-18,1.6738e-17,9.5715e-18,2.9423e-11,1,0.000261,0.0015,0.000261,5e-06
4.6999e-08,2.5e-16,0.24941,0.75904,0.20345,0.0020661,0.013915,1.2173e-08,0.17892,-4.0527e-11,1.1706e-11,0,9.7606e-11,1.3324e-12,4.4898e-10,2.5224e-10,2.4347e-11,2.2754e-11,1,17.459,20.049,1.7565e-18,1.407e-17,2.303e-18,7.3712e-12,1,0.000264,0.0015,0.000264,5e-06
3.0906e-08,2.5e-16,0.24941,0.75908,0.20345,0.0020639,0.013917,7.6554e-09,0.17894,-2.6707e-11,2.0259e-13,0,5.6415e-11,7.7013e-13,2.9525e-10,1.6587e-10,1.2883e-11,1.204e-11,1,17.43,20.049,1.4917e-18,1.4174e-17,1.1515e-18,4.7013e-12,1,0.000267,0.0015,0.000267,5e-06
1.4813e-08,2.5e-16,0.24942,0.75913,0.20344,0.0020616,0.013918,3.138e-09,0.17896,-1.2888e-11,-1.1301e-11,0,1.5223e-11,2.0781e-13,1.4151e-10,7.9501e-11,1.419e-12,1.3262e-12,1,17.401,20.049,1.2269e-18,1.4278e-17,0,2.0313e-12,1,0.00027,0.0015,0.00027,5e-06
1.3988e-08,2.5e-16,0.24942,0.75917,0.20344,0.0020593,0.013919,2.9079e-09,0.17899,-5.4976e-12,-1.7133e-11,0,1.3117e-11,1.7906e-13,1.3363e-10,7.5073e-11,8.7558e-13,8.183e-13,1,17.371,20.049,1.2269e-18,1.4278e-17,0,1.8951e-12,1,0.000273,0.0015,0.000273,5e-06
1.3163e-08,2.5e-16,0.24942,0.75922,0.20343,0.0020571,0.01392,2.6779e-09,0.17901,1.8924e-12,-2.2965e-11,0,1.1011e-11,1.5032e-13,1.2575e-10,7.0645e-11,3.3218e-13,3.1045e-13,1,17.342,20.049,1.2269e-18,1.4278e-17,0,1.7589e-12,1,0.000276,0.0015,0.000276,5e-06
1.2732e-08,2.5e-16,0.24943,0.75926,0.20343,0.0020548,0.013921,2.5576e-09,0.17903,7.523e-12,-2.7068e-11,0,9.9099e-12,1.3528e-13,1.2163e-10,6.8329e-11,4.884e-14,4.5645e-14,1,17.312,20.049,1.2269e-18,1.4278e-17,0,1.6876e-12,1,0.000279,0.0015,0.000279,5e-06
1.2694e-08,2.5e-16,0.24943,0.75931,0.20343,0.0020525,0.013923,2.547e-09,0.17906,1.1394e-11,-2.9442e-11,0,9.813e-12,1.3396e-13,1.2126e-10,6.8125e-11,2.5555e-14,2.3883e-14,1,17.283,20.049,1.2269e-18,1.4278e-17,0,1.6814e-12,1,0.000282,0.0015,0.000282,5e-06
1.2656e-08,2.5e-16,0.24943,0.75936,0.20342,0.0020503,0.013924,2.5365e-09,0.17908,1.5265e-11,-3.1817e-11,0,9.7162e-12,1.3264e-13,1.209e-10,6.7921e-11,2.2705e-15,2.1219e-15,1,17.253,20.049,1.2269e-18,1.4278e-17,0,1.6751e-12,1,0.000285,0.0015,0.000285,5e-06
1.2654e-08,2.5e-16,0.24943,0.7594,0.20342,0.002048,0.013925,2.5361e-09,0.1791,1.7309e-11,-3.2325e-11,0,9.7123e-12,1.3258e-13,1.2088e-10,6.7913e-11,1.3925e-15,1.3014e-15,1,17.224,20.049,1.2269e-18,1.4278e-17,0,1.6749e-12,1,0.000288,0.0015,0.000288,5e-06
1.2653e-08,2.5e-16,0.24943,0.75945,0.20342,0.0020457,0.013926,2.5356e-09,0.17913,1.9353e-11,-3.2834e-11,0,9.7084e-12,1.3253e-13,1.2087e-10,6.7905e-11,5.1452e-16,4.8086e-16,1,17.194,20.049,1.2269e-18,1.4278e-17,0,1.6746e-12,1,0.000291,0.0015,0.000291,5e-06
1.2652e-08,2.5e-16,0.24943,0.75949,0.20341,0.0020435,0.013927,2.5354e-09,0.17915,2.0851e-11,-3.2867e-11,0,9.7064e-12,1.325e-13,1.2086e-10,6.79e-11,6.0883e-17,5.69e-17,1,17.165,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000294,0.0015,0.000294,5e-06
1.2652e-08,2.5e-16,0.24943,0.75954,0.20341,0.0020412,0.013929,2.5354e-09,0.17917,2.1803e-11,-3.2425e-11,0,9.7062e-12,1.325e-13,1.2086e-10,6.79e-11,3.1572e-17,2.9507e-17,1,17.136,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000297,0.0015,0.000297,5e-06
1.2652e-08,2.5e-16,0.24943,0.75958,0.2034,0.002039,0.01393,2.5354e-09,0.1792,2.2755e-11,-3.1983e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,2.2609e-18,2.113e-18,1,17.106,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.0003,0.0015,0.0003,5e-06
1.2652e-08,2.5e-16,0.24943,0.75963,0.2034,0.0020367,0.013931,2.5354e-09,0.17922,2.2996e-11,-3.112e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,1.3813e-18,1.2909e-18,1,17.077,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000303,0.0015,0.000303,5e-06
1.2652e-08,2.5e-16,0.24943,0.75967,0.2034,0.0020344,0.013932,2.5354e-09,0.17924,2.3237e-11,-3.0258e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,5.0173e-19,4.689e-19,1,17.047,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000306,0.0015,0.000306,5e-06
1.2652e-08,2.5e-16,0.24943,0.75972,0.20339,0.0020322,0.013934,2.5354e-09,0.17927,2.3256e-11,-2.9333e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,4.9859e-20,4.6597e-20,1,17.018,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000309,0.0015,0.000309,5e-06
1.2652e-08,2.5e-16,0.24943,0.75976,0.20339,0.0020299,0.013935,2.5354e-09,0.17929,2.3051e-11,-2.8346e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,2.572e-20,2.4038e-20,1,16.988,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000312,0.0015,0.000312,5e-06
1.2652e-08,2.5e-16,0.24943,0.75981,0.20338,0.0020276,0.013936,2.5354e-09,0.17931,2.2847e-11,-2.736e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,1.5813e-21,1.4779e-21,1,16.959,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000315,0.0015,0.000315,5e-06
1.2652e-08,2.5e-16,0.24942,0.75985,0.20338,0.0020254,0.013937,2.5354e-09,0.17934,2.2385e-11,-2.6417e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,9.641e-22,9.0103e-22,1,16.93,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000318,0.0015,0.000318,5e-06
1.2652e-08,2.5e-16,0.24942,0.7599,0.20338,0.0020231,0.013938,2.5354e-09,0.17936,2.1923e-11,-2.5474e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,3.4688e-22,3.2419e-22,1,16.9,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000321,0.0015,0.000321,5e-06
1.2652e-08,2.5e-16,0.24942,0.75995,0.20337,0.0020208,0.013939,2.5354e-09,0.17938,2.1392e-11,-2.4588e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,3.0796e-23,2.8781e-23,1,16.871,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000324,0.0015,0.000324,5e-06
1.2652e-08,2.5e-16,0.24942,0.75999,0.20337,0.0020186,0.013941,2.5354e-09,0.17941,2.0793e-11,-2.376e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,1.5841e-23,1.4805e-23,1,16.841,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000327,0.0015,0.000327,5e-06
1.2652e-08,2.5e-16,0.24942,0.76004,0.20336,0.0020163,0.013942,2.5354e-09,0.17943,2.0194e-11,-2.2931e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,8.8666e-25,8.2866e-25,1,16.812,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.00033,0.0015,0.00033,5e-06
1.2652e-08,2.5e-16,0.24942,0.76008,0.20336,0.0020141,0.013943,2.5354e-09,0.17945,1.9535e-11,-2.2243e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,5.399e-25,5.0458e-25,1,16.782,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000333,0.0015,0.000333,5e-06
1.2652e-08,2.5e-16,0.24942,0.76013,0.20336,0.0020118,0.013944,2.5354e-09,0.17948,1.8877e-11,-2.1555e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,1.9313e-25,1.805e-25,1,16.753,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000336,0.0015,0.000336,5e-06
1.2652e-08,2.5e-16,0.24942,0.76017,0.20335,0.0020095,0.013945,2.5354e-09,0.1795,1.8208e-11,-2.0933e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,1.5882e-26,1.4843e-26,1,16.724,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000339,0.0015,0.000339,5e-06
1.2652e-08,2.5e-16,0.24942,0.76022,0.20335,0.0020073,0.013947,2.5354e-09,0.17952,1.7531e-11,-2.0378e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,8.1521e-27,7.6188e-27,1,16.694,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000342,0.0015,0.000342,5e-06
1.2652e-08,2.5e-16,0.24943,0.76026,0.20335,0.002005,0.013948,2.5354e-09,0.17955,1.6854e-11,-1.9823e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,4.2279e-28,3.9513e-28,1,16.665,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000345,0.0015,0.000345,5e-06
1.2652e-08,2.5e-16,0.24943,0.76031,0.20334,0.0020027,0.013949,2.5354e-09,0.17957,1.6185e-11,-1.9384e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,2.5715e-28,2.4032e-28,1,16.635,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000348,0.0015,0.000348,5e-06
1.2652e-08,2.5e-16,0.24943,0.76035,0.20334,0.0020005,0.01395,2.5354e-09,0.17959,1.5516e-11,-1.8944e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,9.1508e-29,8.5521e-29,1,16.606,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000351,0.0015,0.000351,5e-06
1.2652e-08,2.5e-16,0.24943,0.7604,0.20333,0.0019982,0.013951,2.5354e-09,0.17962,1.4859e-11,-1.8551e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,6.9837e-30,6.5268e-30,1,16.576,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000354,0.0015,0.000354,5e-06
1.2652e-08,2.5e-16,0.24943,0.76044,0.20333,0.001996,0.013953,2.5354e-09,0.17964,1.4213e-11,-1.8204e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,3.5773e-30,3.3433e-30,1,16.547,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000357,0.0015,0.000357,5e-06
1.2652e-08,2.5e-16,0.24943,0.76049,0.20333,0.0019937,0.013954,2.5354e-09,0.17966,1.3567e-11,-1.7857e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,1.7098e-31,1.598e-31,1,16.518,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.00036,0.0015,0.00036,5e-06
1.2652e-08,2.5e-16,0.24943,0.76053,0.20332,0.0019914,0.013955,2.5354e-09,0.17969,1.2953e-11,-1.7581e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,1.0388e-31,9.7083e-32,1,16.488,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000363,0.0015,0.000363,5e-06
1.2652e-08,2.5e-16,0.24944,0.76058,0.20332,0.0019892,0.013956,2.5354e-09,0.17971,1.2339e-11,-1.7305e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,3.6774e-32,3.4369e-32,1,16.459,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000366,0.0015,0.000366,5e-06
1.2652e-08,2.5e-16,0.24944,0.76063,0.20331,0.0019869,0.013958,2.5354e-09,0.17973,1.1742e-11,-1.7054e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,2.5893e-33,2.4199e-33,1,16.429,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000369,0.0015,0.000369,5e-06
1.2652e-08,2.5e-16,0.24944,0.76067,0.20331,0.0019846,0.013959,2.5354e-09,0.17975,1.1164e-11,-1.6828e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,1.3237e-33,1.2371e-33,1,16.4,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000372,0.0015,0.000372,5e-06
1.2652e-08,2.5e-16,0.24944,0.76072,0.20331,0.0019824,0.01396,2.5354e-09,0.17978,1.0585e-11,-1.6601e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,5.8162e-35,5.4357e-35,1,16.37,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000375,0.0015,0.000375,5e-06
1.2652e-08,2.5e-16,0.24944,0.76076,0.2033,0.0019801,0.013961,2.5354e-09,0.1798,1.0044e-11,-1.6407e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,3.53e-35,3.2991e-35,1,16.341,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000378,0.0015,0.000378,5e-06
1.2652e-08,2.5e-16,0.24944,0.76081,0.2033,0.0019779,0.013962,2.5354e-09,0.17982,9.5029e-12,-1.6213e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,1.2438e-35,1.1624e-35,1,16.312,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000381,0.0015,0.000381,5e-06
1.2652e-08,2.5e-16,0.24944,0.76085,0.20329,0.0019756,0.013964,2.5354e-09,0.17985,8.9817e-12,-1.6028e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,8.0878e-37,7.5587e-37,1,16.282,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000384,0.0015,0.000384,5e-06
1.2652e-08,2.5e-16,0.24943,0.7609,0.20329,0.0019733,0.013965,2.5354e-09,0.17987,8.4803e-12,-1.5852e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,4.1263e-37,3.8563e-37,1,16.253,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000387,0.0015,0.000387,5e-06
1.2652e-08,2.5e-16,0.24943,0.76094,0.20329,0.0019711,0.013966,2.5354e-09,0.17989,7.979e-12,-1.5676e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,1.6477e-38,1.5399e-38,1,16.223,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.00039,0.0015,0.00039,5e-06
1.2652e-08,2.5e-16,0.24943,0.76099,0.20328,0.0019688,0.013967,2.5354e-09,0.17992,7.5162e-12,-1.5508e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,16.194,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000393,0.0015,0.000393,5e-06
1.2652e-08,2.5e-16,0.24943,0.76103,0.20328,0.0019666,0.013968,2.5354e-09,0.17994,7.0535e-12,-1.534e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,16.164,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000396,0.0015,0.000396,5e-06
1.2652e-08,2.5e-16,0.24942,0.76108,0.20328,0.0019643,0.013969,2.5354e-09,0.17996,6.6106e-12,-1.5174e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,16.135,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000399,0.0015,0.000399,5e-06
1.2652e-08,2.5e-16,0.24942,0.76112,0.20327,0.001962,0.013971,2.5354e-09,0.17999,6.1876e-12,-1.5008e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,16.106,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000402,0.0015,0.000402,5e-06
1.2652e-08,2.5e-16,0.24941,0.76117,0.20327,0.0019598,0.013972,2.5354e-09,0.18001,5.7646e-12,-1.4843e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,16.076,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000405,0.0015,0.000405,5e-06
1.2652e-08,2.5e-16,0.2494,0.76121,0.20326,0.0019575,0.013973,2.5354e-09,0.18003,5.3809e-12,-1.4679e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,16.047,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000408,0.0015,0.000408,5e-06
1.2652e-08,2.5e-16,0.24939,0.76126,0.20326,0.0019553,0.013974,2.5354e-09,0.18006,4.9973e-12,-1.4514e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,16.017,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000411,0.0015,0.000411,5e-06
1.2652e-08,2.5e-16,0.24938,0.76131,0.20326,0.001953,0.013975,2.5354e-09,0.18008,4.6323e-12,-1.4348e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,15.988,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000414,0.0015,0.000414,5e-06
1.2652e-08,2.5e-16,0.24937,0.76135,0.20325,0.0019507,0.013977,2.5354e-09,0.1801,4.2859e-12,-1.4182e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,15.958,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000417,0.0015,0.000417,5e-06
1.2652e-08,2.5e-16,0.24935,0.7614,0.20325,0.0019485,0.013978,2.5354e-09,0.18013,3.9395e-12,-1.4015e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,15.929,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.00042,0.0015,0.00042,5e-06
1.2652e-08,2.5e-16,0.24933,0.76144,0.20324,0.0019462,0.013979,2.5354e-09,0.18015,3.6294e-12,-1.3844e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,15.9,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000423,0.0015,0.000423,5e-06
1.2652e-08,2.5e-16,0.24932,0.76149,0.20324,0.001944,0.01398,2.5354e-09,0.18017,3.3192e-12,-1.3674e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,15.87,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000426,0.0015,0.000426,5e-06
1.2652e-08,2.5e-16,0.2493,0.76153,0.20324,0.0019417,0.013981,2.5354e-09,0.1802,3.0261e-12,-1.35e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,15.841,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000429,0.0015,0.000429,5e-06
1.2652e-08,2.5e-16,0.24927,0.76158,0.20323,0.0019394,0.013983,2.5354e-09,0.18022,2.7499e-12,-1.3324e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,15.811,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000432,0.0015,0.000432,5e-06
1.2652e-08,2.5e-16,0.24925,0.76162,0.20323,0.0019372,0.013984,2.5354e-09,0.18024,2.4737e-12,-1.3149e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,15.782,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000435,0.0015,0.000435,5e-06
1.2652e-08,2.5e-16,0.24923,0.76167,0.20323,0.0019349,0.013985,2.5354e-09,0.18027,2.2293e-12,-1.2968e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,15.752,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000438,0.0015,0.000438,5e-06
1.2652e-08,2.5e-16,0.24921,0.76171,0.20322,0.0019327,0.013986,2.5354e-09,0.18029,1.9849e-12,-1.2787e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,15.723,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000441,0.0015,0.000441,5e-06
1.2652e-08,2.5e-16,0.24919,0.76176,0.20322,0.0019304,0.013988,2.5354e-09,0.18031,1.7552e-12,-1.2605e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,15.694,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000444,0.0015,0.000444,5e-06
1.2652e-08,2.5e-16,0.24917,0.7618,0.20321,0.0019281,0.013989,2.5354e-09,0.18033,1.5402e-12,-1.2421e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,15.664,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.000447,0.0015,0.000447,5e-06
1.2652e-08,2.5e-16,0.24916,0.76185,0.20321,0.0019259,0.01399,2.5354e-09,0.18036,1.3252e-12,-1.2237e-11,0,9.7061e-12,1.325e-13,1.2086e-10,6.79e-11,0,0,1,15.635,20.049,1.2269e-18,1.4278e-17,0,1.6745e-12,1,0.00045,0.0015,0.00045,5e-06
